,Axis1,Axis2,Kernel
3974,-41.010616,12.964312,3
3975,-9.75544,-23.539188,9
3976,-13.630373,36.347454,11
3977,-47.43249,11.410373,10
3978,8.17904,12.609309,11
3979,-29.000307,-12.232466,10
3980,29.07184,-41.84225,0
3981,-12.1473255,-20.510988,9
3982,-0.0048753396,58.428486,2
3983,-42.962227,37.62528,11
3984,-19.176977,7.833021,5
3985,-24.647581,17.764345,3
3986,-20.475946,-29.743793,9
3987,-12.927573,-1.5950264,7
3988,4.034131,-8.571465,1
3989,21.99282,-30.453327,0
3990,-23.494944,22.642096,3
3991,-19.245262,18.34064,3
3992,39.44051,-0.16245188,3
3993,-22.921951,52.353504,14
3994,12.192852,14.243982,5
3995,32.2454,-36.81997,0
3996,-21.963783,28.140226,3
3997,2.3623757,41.41919,11
3998,49.73417,3.1061516,8
3999,-51.022022,32.794334,10
4000,19.789066,-9.775558,8
4001,20.264814,-0.28860396,5
4002,1.2346306,59.547226,2
4003,-25.825087,-14.267095,5
4004,-1.4419438,56.013313,2
4005,-28.97732,30.845074,11
4006,27.770708,-0.5635581,12
4007,-1.164517,57.33065,2
4008,6.0575113,5.5083385,5
4009,22.768835,37.42218,9
4010,13.586501,0.17964435,8
4011,-21.092611,14.292352,1
4012,19.86151,-50.943,0
4013,-35.56841,20.32661,11
4014,15.185957,-9.723627,8
4015,-1.921142,-43.40883,4
4016,4.900613,-43.611137,4
4017,-19.511507,28.261278,11
4018,-4.271173,-40.23976,4
4019,5.635621,-53.601353,4
4020,29.022472,-43.8845,0
4021,1.034199,45.86947,10
4022,-0.014721234,-35.33634,0
4023,15.050038,-37.397396,8
4024,36.986404,-1.617025,12
4025,-51.006184,15.422108,10
4026,24.206396,-56.272583,0
4027,11.800323,36.26591,14
4028,22.808107,34.069702,1
4029,45.20194,-36.4084,5
4030,26.39871,-39.432327,0
4031,-18.394066,45.14983,14
4032,-3.8767424,-8.596696,5
4033,9.659199,13.829171,5
4034,4.544618,51.240314,3
4035,31.04189,-28.803255,5
4036,33.080734,10.160908,13
4037,19.032913,-9.403876,8
4038,-10.75078,-21.179234,9
4039,-15.934538,32.255512,11
4040,-48.723286,10.128483,10
4041,16.609478,-51.04635,0
4042,31.387974,4.589066,12
4043,20.868729,33.285545,1
4044,46.693607,2.456233,12
4045,-2.8389237,57.46969,2
4046,11.297749,-26.105858,5
4047,-36.20787,32.17175,11
4048,-20.67813,44.604477,14
4049,11.384627,16.391088,5
4050,40.188534,21.235851,5
4051,2.0814981,25.272703,5
4052,7.6879706,40.41455,14
4053,-0.8750734,5.129361,6
4054,19.38532,-45.03218,0
4055,26.84565,-28.014885,0
4056,-0.1918897,-35.48649,5
4057,-10.060158,-33.83061,5
4058,-15.720047,45.04585,5
4059,-4.6283364,58.43929,2
4060,-36.980423,-0.24114464,3
4061,-11.048836,-35.56085,8
4062,-2.3845596,56.818306,2
4063,28.100023,10.272399,13
4064,21.532259,-21.626524,8
4065,8.352909,-9.570322,5
4066,-31.43174,-20.88259,5
4067,46.461853,4.0635757,12
4068,-2.1481464,39.76844,5
4069,1.8451989,-46.54112,4
4070,-3.0104685,-25.071941,8
4071,38.714764,-47.354195,0
4072,32.814064,-43.673534,0
4073,-36.052876,6.234099,3
4074,23.384863,-2.5663955,5
4075,30.948069,-43.32428,0
4076,-34.135902,-1.4960886,3
4077,9.233336,-29.59616,5
4078,-17.750938,44.756752,11
4079,-11.5249815,33.828087,3
4080,41.239517,-29.267353,5
4081,-50.214363,11.440581,10
4082,20.110708,45.68819,5
4083,-46.43438,23.49983,11
4084,-10.00384,22.745533,3
4085,-14.8046665,6.9312305,3
4086,29.344809,-19.912123,5
4087,8.271516,8.500668,1
4088,42.788986,-10.559496,12
4089,-22.544716,49.9895,14
4090,16.163376,4.202882,1
4091,4.256539,-33.35966,8
4092,19.273367,-41.960064,0
4093,-21.201115,22.589823,3
4094,-24.971472,47.575165,14
4095,-11.628325,-43.421356,4
4096,23.978481,-55.538933,0
4097,0.67241263,-44.459446,4
4098,-20.982157,10.916004,3
4099,-4.5298085,48.43758,5
4100,-30.481712,58.867996,14
4101,-45.666378,42.37473,11
4102,-36.543056,43.249054,11
4103,-33.911232,8.04636,3
4104,-15.457057,2.574611,5
4105,22.524208,24.135485,13
4106,-16.711603,45.2619,3
4107,45.708267,2.0222287,12
4108,-20.602821,-2.963958,7
4109,-11.315919,-22.615253,9
4110,-26.268251,-28.250296,9
4111,42.309155,11.708661,3
4112,47.21979,4.105383,3
4113,47.54184,7.986141,12
4114,12.50984,-31.677649,8
4115,-14.869969,52.851505,14
4116,44.780228,3.3394957,12
4117,31.023678,16.98926,13
4118,-39.91632,-3.508641,5
4119,-28.339373,15.993312,10
4120,8.434402,16.07029,5
4121,4.4214025,-53.891563,0
4122,28.903982,-6.6021533,8
4123,16.491434,-48.271397,0
4124,12.032607,53.932602,5
4125,-9.640904,24.846523,11
4126,-0.21724324,22.23714,14
4127,-14.2592325,-4.122193,7
4128,4.478383,-48.13719,4
4129,18.654165,45.85118,11
4130,49.74856,0.16168307,5
4131,-39.743652,29.743164,11
4132,-40.747322,28.212055,11
4133,22.92826,34.940628,1
4134,22.960472,-28.20122,5
4135,8.772521,15.723586,5
4136,9.640386,-39.478653,4
4137,42.588264,-3.083964,12
4138,-17.832695,-50.673107,8
4139,-20.560781,-30.998823,9
4140,-15.397579,41.203907,3
4141,3.6689086,16.532139,5
4142,-29.329914,7.8631053,3
4143,-3.6250777,6.5702276,7
4144,-31.019033,-22.277617,5
4145,-24.880054,56.564396,14
4146,-10.225108,-13.575638,5
4147,27.783484,-33.949314,0
4148,23.95468,33.870003,1
4149,-21.5266,7.5500917,3
4150,31.315584,8.734785,13
4151,-53.17769,16.23409,10
4152,-27.777794,23.67167,1
4153,23.407114,-2.6234367,8
4154,17.013483,-30.802935,8
4155,-1.4160832,-1.5877823,5
4156,-27.126488,-9.719651,10
4157,27.787287,9.956947,13
4158,-7.4786716,48.56322,3
4159,11.9060335,20.98269,1
4160,-42.886223,-14.731696,5
4161,38.424488,-46.461086,0
4162,35.897396,-6.095021,12
4163,-43.2411,37.175205,10
4164,4.013303,-20.380514,5
4165,20.076338,3.0469942,1
4166,29.74535,-38.372692,5
4167,-22.729456,-29.65915,9
4168,-26.465843,2.3102102,3
4169,-40.569946,26.570457,11
4170,-40.455894,4.502383,8
4171,9.813555,14.222863,5
4172,48.011032,-33.88841,5
4173,-30.183409,59.758263,7
4174,4.1917834,-46.297108,4
4175,17.022589,-32.502483,8
4176,7.5195527,-17.328627,8
4177,20.538353,-24.838566,0
4178,-8.84971,9.946004,11
4179,32.496147,-52.031006,0
4180,3.2053237,34.171486,14
4181,-43.268524,-8.335631,5
4182,-30.624329,29.796766,11
4183,-24.43893,17.91964,3
4184,27.564295,-14.705812,3
4185,-12.766413,-5.096775,7
4186,-26.416555,-2.2908998,3
4187,-25.13623,21.868814,3
4188,-29.447477,23.792843,11
4189,-38.019684,3.4614227,3
4190,-47.491837,0.10739623,10
4191,-14.591886,-22.36597,9
4192,31.818867,-32.631042,1
4193,-24.737368,-33.257298,5
4194,-2.4603817,10.351288,6
4195,21.323372,11.998002,5
4196,-2.0646398,-38.50162,8
4197,-13.688311,-23.905413,9
4198,-17.131605,14.642773,11
4199,-17.012188,44.62793,3
4200,42.723103,-10.064648,12
4201,43.284943,-9.640074,12
4202,-14.384314,0.8409242,7
4203,-22.301859,12.353994,3
4204,46.061375,-32.269966,5
4205,35.59218,-34.73862,1
4206,-0.042801667,-35.923138,9
4207,4.8297586,7.29293,1
4208,-10.230293,-33.509,11
4209,-20.277147,38.316074,3
4210,-29.143732,56.631985,14
4211,45.729816,-31.98843,5
4212,24.53928,28.201395,1
4213,4.3203826,-46.288967,4
4214,-13.10462,-5.487559,7
4215,-10.641258,-39.928978,10
4216,-3.0807881,-1.4757756,5
4217,-39.465916,22.55852,11
4218,9.253769,14.368459,5
4219,-32.98912,37.397003,11
4220,42.48013,-53.16762,0
4221,-47.152985,1.0426967,10
4222,23.160719,-12.377256,8
4223,-0.80213535,-41.99758,4
4224,8.4606695,-7.665809,3
4225,-32.562935,-2.1161973,3
4226,-5.496293,5.788951,7
4227,39.856724,-40.65116,0
4228,23.889757,-9.143669,8
4229,-21.919744,-0.29891375,5
4230,29.727762,-44.532757,0
4231,18.645498,-1.404655,5
4232,21.329561,3.307812,1
4233,0.49526575,-43.455093,4
4234,34.979702,-2.998504,12
4235,30.671417,1.6189551,12
4236,5.9712687,-32.607857,5
4237,29.07843,17.975826,13
4238,9.304842,-34.119686,5
4239,-32.7439,-3.6461828,3
4240,-29.482964,-3.9266055,3
4241,15.667825,-13.402873,8
4242,9.779855,-43.339966,5
4243,36.53311,5.12285,12
4244,32.367508,-19.555252,1
4245,43.30883,-35.258327,5
4246,21.257505,-18.078253,5
4247,39.99299,-47.014652,5
4248,7.4191027,-6.170439,8
4249,-7.0484023,-23.240646,8
4250,-16.03982,11.036374,3
4251,30.689306,-39.27505,0
4252,23.377056,36.247627,1
4253,-40.338512,-7.581561,5
4254,34.87421,-22.823915,5
4255,-8.746386,-45.262505,4
4256,-23.190435,-32.988544,9
4257,20.474508,-16.61018,8
4258,7.0936346,-2.481337,5
4259,40.134403,21.22531,5
4260,5.5442386,-31.441109,8
4261,-35.022263,12.181043,3
4262,23.423563,35.172455,1
4263,25.324953,35.13581,1
4264,20.76993,-8.987075,8
4265,39.720272,-43.355843,0
4266,30.48871,3.5253215,12
4267,45.4976,-30.540577,5
4268,10.000788,-36.096287,5
4269,-13.19639,18.337646,1
4270,-42.428307,0.9427818,3
4271,42.994373,-53.64514,5
4272,2.3009808,0.66011876,5
4273,-30.838282,25.063047,11
4274,11.266622,32.75826,14
4275,-0.27908945,-34.286682,5
4276,-1.1586148,9.468504,6
4277,-18.847998,26.131834,3
4278,-2.146265,-12.798702,5
4279,38.804268,-54.551273,5
4280,-26.30098,1.8785416,3
4281,-8.380918,-0.098113194,3
4282,40.186584,21.165821,12
4283,-19.236214,18.36082,7
4284,47.823895,-29.921406,5
4285,-0.9863173,-40.574955,4
4286,48.802837,1.3129742,12
4287,-40.551285,21.236559,8
4288,0.81891876,4.953054,6
4289,4.256477,-22.012371,5
4290,-35.178093,35.621883,11
4291,7.217715,-8.805481,3
4292,-21.690134,24.181908,11
4293,-5.0172577,27.53954,5
4294,14.8128605,28.537848,14
4295,35.620964,-44.50463,0
4296,-5.388916,-12.750662,5
4297,-2.364388,21.525114,11
4298,-13.971824,-21.220284,9
4299,-13.237468,37.25265,3
4300,5.7611756,20.834688,3
4301,15.130099,29.790142,1
4302,26.230068,-47.81786,0
4303,37.91233,-1.2570184,12
4304,22.39774,32.89054,1
4305,28.784729,-8.575793,5
4306,5.6081867,-20.782356,5
4307,35.199726,-16.64573,1
4308,-13.939915,-3.7363527,7
4309,21.541397,-45.84998,0
4310,-37.624123,-2.4063668,3
4311,25.513824,-40.92549,0
4312,-25.330404,32.243504,3
4313,42.825497,-29.255222,5
4314,9.422372,3.8373914,5
4315,-34.745388,-13.212633,5
4316,31.893036,1.732961,12
4317,38.668602,-1.0492214,12
4318,48.06891,4.0827694,12
4319,-26.183504,1.6853299,3
4320,-28.331823,11.156217,8
4321,-28.740429,11.983561,3
4322,-12.543302,-23.231417,9
4323,-4.5621433,-39.8525,4
4324,39.80781,1.2177854,3
4325,-18.363733,26.124598,3
4326,-42.70499,29.990475,11
4327,-45.494774,1.7303256,3
4328,10.170194,-23.314623,13
4329,-39.64465,21.098871,3
4330,-17.670046,34.959995,11
4331,36.237385,7.3753014,12
4332,29.176136,-46.891273,0
4333,32.622017,23.853027,13
4334,15.151915,-9.759953,8
4335,28.469223,16.554287,13
4336,22.072855,-30.47033,5
4337,-24.50538,20.194403,3
4338,47.519974,7.913568,12
4339,-47.961803,27.756508,10
4340,34.980797,-42.291103,0
4341,-27.229103,39.516453,11
4342,-14.812142,-21.743902,9
4343,-54.82764,2.8164425,10
4344,9.401289,-36.06985,5
4345,42.720383,-38.907505,0
4346,-24.25723,51.32279,5
4347,-6.054608,-11.765231,9
4348,-26.405233,21.303402,11
4349,-1.4504629,-47.424255,4
4350,-28.400812,59.131924,14
4351,-31.393837,57.309067,14
4352,-39.748753,29.774288,11
4353,-5.914947,-46.3741,4
4354,-56.88573,8.681091,10
4355,-15.8903885,-20.611357,9
4356,16.24507,-40.907436,0
4357,-15.668604,39.206676,11
4358,-6.4439936,47.805325,3
4359,1.7763879,-43.874496,4
4360,-54.825943,24.099234,5
4361,15.481245,-38.281982,8
4362,48.67321,-28.86251,5
4363,15.118312,15.838155,5
4364,27.124847,-46.435993,0
4365,-35.06134,14.736209,11
4366,14.075709,14.443073,5
4367,-0.35355505,-6.1448493,5
4368,2.735733,-8.574512,14
4369,8.387113,-0.4558725,5
4370,-22.778103,17.955492,3
4371,13.581067,-17.46252,8
4372,-27.051388,59.174835,14
4373,28.068876,-4.1573052,12
4374,24.255745,28.18735,5
4375,7.316447,-2.800609,5
4376,37.80242,-8.603587,12
4377,-57.23601,8.93739,10
4378,24.443747,35.4811,1
4379,8.352843,-0.08576666,5
4380,-30.848427,30.91733,11
4381,-7.9699564,3.4053152,14
4382,-30.895573,22.448265,11
4383,-46.99031,5.1578574,3
4384,20.802593,-9.425108,8
4385,20.994604,-18.016323,8
4386,-4.987601,62.19438,2
4387,44.667637,-3.055423,5
4388,33.81841,-50.738686,0
4389,-27.645521,7.5959454,3
4390,-8.775951,3.3543422,3
4391,-46.44924,23.504904,11
4392,31.422886,11.970297,13
4393,21.74866,-48.896397,5
4394,34.527092,-34.942448,0
4395,-20.779957,-27.88822,9
4396,18.984745,-35.1769,0
4397,-20.97353,-7.320335,10
4398,-12.845875,-5.409819,7
4399,17.735422,6.6542554,1
4400,25.884256,-34.846973,0
4401,-54.1782,9.697565,10
4402,-0.3064037,-48.178944,4
4403,38.320786,-35.092506,0
4404,26.460993,-6.458929,8
4405,20.984842,-9.50003,8
4406,-31.15535,18.55272,3
4407,48.68556,-33.108902,5
4408,20.754679,9.102687,1
4409,-4.896109,58.51398,2
4410,37.784252,-38.27616,0
4411,15.236188,8.952338,1
4412,-8.806508,29.399855,3
4413,43.821407,-29.537998,5
4414,-16.886692,-0.97097886,7
4415,9.198318,-15.466775,8
4416,27.560003,-49.555714,0
4417,6.9121127,-42.74727,5
4418,30.2118,-1.9506055,12
4419,13.141469,16.757317,5
4420,-20.050186,-5.119651,7
4421,-1.7613654,3.1467621,6
4422,2.765963,-25.817753,8
4423,-43.75183,33.129276,10
4424,13.411039,16.935612,5
4425,-16.04128,44.485092,3
4426,-27.902412,-2.596148,3
4427,37.5235,-38.232147,0
4428,-52.46882,17.8721,11
4429,-26.535547,7.0763054,3
4430,9.797536,22.33427,5
4431,2.8204012,-46.768734,4
4432,-31.766115,35.223473,11
4433,49.835476,-29.448349,0
4434,-1.1205019,9.676937,6
4435,-19.016836,33.0312,11
4436,-8.772525,-22.82307,8
4437,-13.348428,6.911567,3
4438,-27.323566,-1.0491567,5
4439,33.90622,-44.620102,0
4440,9.787977,-24.555553,5
4441,12.639522,25.012733,14
4442,1.9985487,-46.86748,4
4443,-4.6069765,-29.968405,8
4444,-19.17463,-31.880423,9
4445,23.211555,-55.401886,0
4446,-3.045637,59.19519,2
4447,48.370296,8.348078,11
4448,19.099216,30.259012,1
4449,-33.619568,21.216528,11
4450,5.833671,-29.034386,8
4451,-38.023727,-2.3894699,3
4452,-36.063663,5.474633,3
4453,-8.513039,20.34672,5
4454,25.577177,-22.980883,9
4455,6.505709,16.76937,5
4456,4.3686147,-39.527493,0
4457,-15.114639,-25.07231,9
4458,-31.048737,-20.139233,5
4459,23.726334,-3.4119277,8
4460,4.387579,30.99119,1
4461,-40.341114,39.41607,10
4462,-16.691795,2.977167,11
4463,26.794191,-15.0687895,8
4464,-14.98711,-1.4921721,7
4465,-38.732075,33.485962,11
4466,-37.718147,33.12525,11
4467,-0.73412716,-47.708397,4
4468,-52.930454,13.80341,10
4469,-11.835731,34.875298,11
4470,-0.3019127,21.331627,12
4471,42.50768,-44.70631,5
4472,-18.350456,15.5603285,3
4473,38.63457,-41.6992,0
4474,27.754852,15.0924,13
4475,-21.523706,-29.281672,9
4476,-2.9676344,3.453649,6
4477,32.014614,-6.328903,3
4478,17.956062,6.4453497,1
4479,31.481699,-34.105904,0
4480,27.188892,-14.299292,5
4481,-27.300486,-3.511869,3
4482,11.668162,-11.023387,8
4483,-15.804111,32.252937,13
4484,19.818071,-12.11129,8
4485,13.010629,-39.541573,0
4486,-33.51277,5.852188,3
4487,-11.463588,-0.8058952,1
4488,6.3878446,11.041115,5
4489,20.554287,6.965179,1
4490,-14.917614,8.097647,3
4491,-29.246603,25.664621,11
4492,-18.759134,-32.298027,9
4493,35.110943,-11.682178,8
4494,24.281439,35.438526,1
4495,10.254471,-35.790043,5
4496,-11.760385,4.6525335,11
4497,-5.4148784,-43.536716,5
4498,31.504684,12.89364,13
4499,-37.98954,5.085359,3
4500,-22.711203,52.229427,14
4501,-27.817118,34.961945,11
4502,5.6778355,-15.91382,8
4503,9.441001,-52.50633,0
4504,0.9178851,-52.54984,4
4505,-14.545758,12.152956,11
4506,0.065447584,-46.036423,4
4507,15.562182,10.084832,12
4508,14.3158865,-37.591984,8
4509,28.516592,8.205835,13
4510,-4.531106,48.093403,5
4511,19.177847,-40.77836,8
4512,-31.411163,33.73785,11
4513,-29.214561,9.685581,3
4514,-10.9513445,-24.31435,9
4515,1.6825819,-22.841074,5
4516,-29.230366,-0.27028117,3
4517,-23.49466,35.8031,3
4518,28.373764,-50.56772,0
4519,-21.257313,8.219916,3
4520,-24.832676,2.461489,3
4521,36.46842,10.802094,12
4522,-4.2610927,2.9475093,3
4523,-1.7268441,-21.418936,8
4524,13.234684,-54.55318,5
4525,23.40082,35.03614,1
4526,-22.77595,50.347057,14
4527,27.107315,-43.299217,0
4528,-4.2435594,47.694515,7
4529,33.378254,-0.0021028458,12
4530,2.4976816,-47.024593,4
4531,-4.5202093,32.4157,14
4532,-26.771002,-0.55483,3
4533,-23.75506,14.038592,3
4534,8.669841,-14.394278,8
4535,-53.54809,9.169653,10
4536,-9.990043,-33.87158,5
4537,-27.716188,58.920174,14
4538,-52.87852,10.946147,10
4539,-10.972291,8.443856,5
4540,-39.362568,21.80518,3
4541,-0.81531817,1.9814378,6
4542,8.373349,46.50442,10
4543,10.928813,-15.125441,8
4544,-2.6855562,-20.28128,8
4545,39.904434,-27.43352,5
4546,-21.772259,25.532078,3
4547,-17.166964,12.773817,3
4548,-32.08597,-1.9685746,3
4549,-45.769775,-14.874124,11
4550,-1.5229965,-44.631187,4
4551,-29.644705,23.944906,11
4552,1.1096653,46.910862,5
4553,-1.1942123,8.901812,6
4554,-0.024297945,50.065884,5
4555,17.572866,19.396048,7
4556,-26.718016,42.09193,14
4557,-44.71518,-16.42553,7
4558,-45.23747,-14.76008,5
4559,21.773252,-47.93744,0
4560,0.4016214,-48.86461,4
4561,-18.04878,-30.059395,9
4562,38.548824,-1.7188523,12
4563,-26.672504,59.85795,14
4564,-11.083639,6.340254,5
4565,-49.797634,28.196526,10
4566,-16.002542,28.293123,3
4567,41.870014,-24.81035,5
4568,-45.82702,38.983696,11
4569,-33.611385,-22.442966,5
4570,-47.184162,28.667957,11
4571,23.14332,-2.4177442,3
4572,-15.210081,-22.399364,9
4573,22.342743,-9.186177,8
4574,14.990287,31.553957,14
4575,27.833948,-12.763751,8
4576,-18.737312,-34.447765,9
4577,12.1902685,-14.611615,8
4578,-22.89926,16.06458,3
4579,-33.619785,18.757847,10
4580,36.053993,7.2732525,13
4581,11.53038,-39.309223,4
4582,22.412882,-20.794315,8
4583,-34.823036,-13.198675,10
4584,-14.036309,9.165458,7
4585,-1.3813921,5.7728395,6
4586,-11.99269,-21.895267,9
4587,23.387177,35.531136,1
4588,34.625736,-29.144676,1
4589,9.2574415,-27.574959,5
4590,43.364468,-28.490334,5
4591,-26.515947,27.245295,10
4592,-8.945226,3.2542963,3
4593,23.542835,-11.453926,8
4594,-15.979852,18.778704,5
4595,41.084297,-0.852853,12
4596,-26.858849,7.6462793,7
4597,-3.891404,-8.598737,8
4598,-5.6681757,47.473145,13
4599,9.891001,19.845734,5
4600,26.563972,-10.258555,8
4601,-36.13282,37.34887,14
4602,-44.30523,10.108878,10
4603,-29.291756,55.498524,14
4604,0.13132575,53.76882,2
4605,-22.72717,-4.043159,3
4606,-0.35558173,15.057484,5
4607,-20.921474,10.896788,3
4608,31.275122,-50.50146,0
4609,8.063469,-2.5733771,13
4610,-16.80681,32.976036,3
4611,3.0797324,11.334127,5
4612,24.20984,3.3159134,5
4613,9.82137,-13.435031,8
4614,16.32674,-38.156002,8
4615,-32.75805,56.808517,11
4616,42.758385,-32.521023,5
4617,-42.84803,4.856064,11
4618,-6.0043063,-45.433067,4
4619,27.553385,-30.697802,0
4620,-30.685507,31.912212,11
4621,38.69525,-10.887991,12
4622,36.127476,-23.909622,1
4623,10.307774,8.907418,5
4624,45.614998,-30.49661,5
4625,-12.327376,28.214622,3
4626,-28.03093,25.147818,11
4627,21.788841,15.363196,13
4628,-40.454384,21.514442,8
4629,0.3870695,-6.8361173,8
4630,17.182472,37.937954,14
4631,15.168421,28.370333,14
4632,-9.211311,-3.491734,7
4633,23.9456,-55.123215,0
4634,-46.925594,27.53985,10
4635,-37.461037,3.9623919,3
4636,15.147372,-20.457075,8
4637,-32.547955,12.611655,3
4638,-10.019911,-21.205256,9
4639,-30.943874,27.631104,11
4640,25.82408,-9.847681,8
4641,9.644684,-13.543234,8
4642,50.35978,-20.498566,5
4643,11.6874895,-38.129356,8
4644,-12.103835,-29.172695,8
4645,42.447144,-38.624557,0
4646,-39.89797,32.90084,5
4647,15.956661,-14.147541,5
4648,-10.233951,-13.696348,5
4649,28.326038,10.6405325,13
4650,42.05187,11.698759,13
4651,-12.956474,12.209543,11
4652,-32.259888,16.90234,3
4653,-27.676638,2.9297962,3
4654,-30.162075,-10.348014,5
4655,29.59124,-37.170185,0
4656,-29.354406,-10.255367,10
4657,23.539137,-2.8249888,8
4658,-30.572357,58.47499,14
4659,24.118425,0.9622529,5
4660,-43.90444,19.590008,11
4661,12.970733,29.899185,14
4662,-21.896463,23.865541,3
4663,-50.99584,10.226431,10
4664,-44.483704,18.256163,11
4665,20.689001,-44.73172,0
4666,-30.905077,20.741293,11
4667,29.123987,-27.895216,8
4668,33.457825,3.1800506,12
4669,14.819171,28.52571,14
4670,-54.104576,8.120139,10
4671,-33.86094,4.0883865,3
4672,-0.6404537,20.926638,5
4673,7.203063,-49.23385,4
4674,35.201786,-19.33306,5
4675,8.439465,-0.07720502,5
4676,17.219637,-48.801712,0
4677,14.863168,18.124762,5
4678,-27.600908,14.543171,3
4679,47.933037,2.8705966,8
4680,1.5185795,-49.72054,4
4681,-4.117099,-4.9267945,5
4682,-21.820807,29.896532,11
4683,-32.095966,-7.65883,5
4684,14.757875,-5.129563,5
4685,-13.692824,35.63032,11
4686,5.235343,-44.541267,4
4687,-54.592678,7.520873,10
4688,-29.578344,1.1035957,3
4689,-13.9607725,23.180302,5
4690,-46.88752,38.57126,11
4691,50.69762,-30.67305,5
4692,-11.811056,24.940872,3
4693,-11.402947,-35.926254,8
4694,-16.714853,25.188942,8
4695,18.351475,-16.681662,8
4696,12.801978,27.574156,14
4697,-38.99314,5.2533917,3
4698,-29.246317,57.17406,3
4699,1.0299084,58.219067,2
4700,9.113084,31.577295,14
4701,-38.089733,25.702105,11
4702,22.654465,33.725124,1
4703,50.984623,-45.566998,5
4704,-0.6818251,43.567104,5
4705,20.2126,-39.63586,0
4706,-4.670002,47.58473,5
4707,-45.854122,38.78291,11
4708,48.697254,2.8677893,12
4709,-10.920569,-35.3293,5
4710,29.499493,-1.8266523,8
4711,-30.978703,-10.757616,10
4712,-5.3933725,5.0643053,5
4713,6.419023,-36.53127,5
4714,-34.36361,34.706776,11
4715,-2.733501,60.460938,2
4716,-2.4986815,57.389286,2
4717,49.855637,-28.501108,0
4718,-43.60034,37.116764,10
4719,11.52922,-12.816774,8
4720,-18.060709,24.489817,3
4721,37.343018,-45.63214,0
4722,-12.780834,15.824323,11
4723,-5.4306436,-45.299633,9
4724,40.18353,21.304375,14
4725,-44.65147,26.10843,3
4726,-2.673944,17.27363,5
4727,-34.161167,5.3154263,3
4728,-25.374763,-13.197915,5
4729,-45.191692,27.142738,3
4730,31.589605,-49.67366,0
4731,-27.0023,43.66533,11
4732,-31.644026,3.8391979,3
4733,-32.01681,-7.6027555,3
4734,-11.701232,5.125753,9
4735,6.9217086,10.733634,5
4736,0.55244243,-29.300632,8
4737,25.602478,-18.888556,5
4738,34.85247,-36.57,0
4739,-26.7244,60.29004,14
4740,-38.173935,27.22202,11
4741,19.769863,1.679237,1
4742,0.12484314,-46.4701,4
4743,16.402426,-55.033356,5
4744,11.788453,-26.970507,5
4745,33.136696,4.224633,12
4746,-25.262098,-8.823379,5
4747,-28.533375,19.663364,3
4748,47.349483,2.7131324,12
4749,-31.757833,17.191053,3
4750,36.464817,-47.764755,0
4751,8.9085865,-52.328537,4
4752,41.41548,-34.58471,0
4753,30.430721,-51.979004,0
4754,-16.240566,-27.59079,9
4755,-25.2308,22.054121,3
4756,8.9136505,15.824838,5
4757,-17.620966,-12.788129,5
4758,-28.247097,57.775257,13
4759,-24.501842,12.45541,3
4760,-4.470114,64.59988,5
4761,-23.387882,44.93202,14
4762,-19.206532,18.638115,11
4763,37.661472,10.088834,12
4764,-31.647015,14.557704,3
4765,-27.105618,17.785822,3
4766,33.472584,-45.42587,0
4767,20.610817,5.9361925,1
4768,-21.263409,-7.239285,10
4769,-8.672317,-27.772274,9
4770,26.102327,-22.1813,5
4771,15.364431,31.72773,13
4772,-18.210432,43.63781,3
4773,24.909498,24.985842,14
4774,-2.6088567,21.586773,11
4775,26.197622,-22.856573,5
4776,-51.15112,21.544817,10
4777,26.71901,-38.622612,5
4778,20.449732,-24.841444,5
4779,-4.6638923,-40.928112,4
4780,-12.717993,9.90511,11
4781,9.008738,15.117024,5
4782,-13.459809,-19.97431,7
4783,-1.0719937,57.950783,2
4784,13.708357,-41.124878,0
4785,-35.93212,-2.2338128,3
4786,29.542295,12.892099,13
4787,-4.793567,49.870476,5
4788,-47.41338,11.386146,10
4789,-23.987482,16.066944,3
4790,6.10516,20.693495,5
4791,11.929572,-26.25448,5
4792,30.473663,15.241609,13
4793,3.7449317,-47.184788,4
4794,2.9280071,-42.751297,4
4795,29.046598,-48.41824,0
4796,-43.36804,-6.5057817,5
4797,9.291108,-20.16703,5
4798,40.463493,-50.620926,0
4799,-33.711338,5.1926284,3
4800,23.23089,19.86594,14
4801,-17.555737,26.637028,3
4802,-19.713293,39.453907,3
4803,45.971848,-49.109425,5
4804,-18.09375,23.9316,3
4805,-7.976394,-49.204914,5
4806,30.967361,1.6550714,12
4807,-28.539621,11.8385725,3
4808,3.7055788,50.117146,5
4809,-30.910255,-22.034744,4
4810,22.420366,-8.101941,13
4811,-47.42126,5.3889017,10
4812,-26.702242,58.97104,14
4813,41.902897,15.105461,3
4814,-39.247597,22.488625,11
4815,37.60948,-52.299362,0
4816,-12.831163,46.84128,11
4817,1.98322,-27.978615,8
4818,-19.174158,20.900404,11
4819,14.555479,-1.0553962,5
4820,-53.076477,25.014332,10
4821,-18.777369,44.228344,11
4822,23.21709,-27.763903,5
4823,10.827136,14.799519,5
4824,-35.97487,23.655277,11
4825,27.328392,-13.083256,8
4826,-30.50569,30.618174,11
4827,11.02217,-28.992998,5
4828,10.625463,-10.139933,8
4829,44.08122,-9.769054,5
4830,-23.12198,52.63077,11
4831,33.519947,-33.842594,0
4832,13.104806,38.47387,14
4833,15.311134,9.491117,1
