,Axis1,Axis2,Kernel
2229,18.759428,25.59998,13
2230,-36.0416,3.1125875,3
2231,-27.251125,24.532736,11
2232,18.328602,-20.729088,8
2233,21.113348,15.713856,5
2234,2.7627127,-42.51779,4
2235,38.379814,-16.610455,1
2236,30.89189,-58.170822,5
2237,-27.697569,20.663765,3
2238,28.970243,-2.9840915,12
2239,15.845501,-13.979664,8
2240,18.118324,-5.800013,8
2241,-53.41847,7.606562,10
2242,-34.97675,-2.5263565,5
2243,-29.679977,23.857576,11
2244,9.052355,-14.442905,8
2245,31.85124,-33.553368,0
2246,7.8337917,-24.163298,5
2247,10.417229,-8.860442,8
2248,-26.13256,1.3646193,3
2249,-11.221726,36.9139,11
2250,39.04234,-52.896477,5
2251,-45.667316,42.401115,11
2252,47.034016,8.627387,8
2253,-5.910322,-51.955532,4
2254,-4.0247736,-23.88087,8
2255,20.496786,36.0156,14
2256,-16.854734,45.06734,7
2257,-5.8495526,24.029549,5
2258,12.117278,25.153204,14
2259,26.665667,-39.493866,0
2260,-46.441048,10.731989,10
2261,30.480585,-55.03582,0
2262,33.09332,-40.475914,0
2263,31.780277,-42.41014,0
2264,-18.991282,24.436632,3
2265,9.970086,19.574524,5
2266,25.703936,-48.410374,5
2267,37.87184,-11.552605,12
2268,-31.90851,9.105443,3
2269,29.689095,-2.8330388,12
2270,30.728577,-20.756704,0
2271,-19.08364,-18.36396,3
2272,-42.354717,32.941914,11
2273,-3.0408792,6.6539736,6
2274,11.199891,19.911568,5
2275,12.638176,4.410359,1
2276,-21.157057,-31.837753,9
2277,31.09947,-9.601404,8
2278,-24.24369,-31.784876,9
2279,-27.658567,32.74427,11
2280,-8.660224,-21.801718,13
2281,8.786803,-53.248493,4
2282,-33.14001,30.665527,11
2283,-34.178764,31.090181,11
2284,-25.656979,18.056244,3
2285,36.778732,-18.65586,5
2286,1.3896393,-43.355343,8
2287,4.931417,9.057153,5
2288,-0.17104234,5.7616563,6
2289,48.9037,3.8628364,4
2290,0.18383086,8.769337,6
2291,0.39728093,-18.469667,8
2292,-14.566203,-18.410688,3
2293,-20.957441,51.439976,14
2294,5.418929,-30.117804,8
2295,30.942444,-13.241518,5
2296,1.9173524,25.220167,3
2297,-48.253883,33.23191,11
2298,44.17864,-2.3655524,12
2299,-21.112541,-31.5334,9
2300,-13.329388,20.816435,3
2301,-27.650267,57.80475,14
2302,34.750904,-19.868637,0
2303,16.145546,4.097052,1
2304,-38.797295,37.949726,10
2305,26.21815,-23.462591,0
2306,26.374582,-24.187737,0
2307,13.391739,-24.902218,5
2308,27.717104,-45.00387,0
2309,-0.41198358,-47.108738,4
2310,6.8761983,8.471189,5
2311,-25.417667,25.456535,3
2312,-3.0696497,60.750774,11
2313,44.10066,-23.439754,5
2314,-29.439865,2.351668,3
2315,32.09171,-36.934128,0
2316,25.60244,36.553234,1
2317,-28.237093,4.3275633,3
2318,31.42999,5.0047007,12
2319,4.1715083,-3.6809433,11
2320,25.724924,-34.79528,0
2321,-21.58349,-28.597921,9
2322,-31.14931,14.867738,3
2323,-26.416689,-2.334063,3
2324,30.806341,-19.976093,5
2325,-33.597515,5.269106,3
2326,39.637714,-12.122966,1
2327,-24.11107,16.078667,3
2328,-33.570217,-15.823368,3
2329,4.269228,26.472584,1
2330,14.848802,-41.27747,0
2331,20.310768,-10.142914,8
2332,13.720794,7.8377137,1
2333,27.35675,-10.006795,8
2334,-16.14933,32.39296,3
2335,-13.489943,37.160088,11
2336,24.988924,9.095157,13
2337,37.151447,-19.715439,0
2338,-39.58195,34.83139,11
2339,-12.238912,24.18248,3
2340,-4.214393,1.6313074,3
2341,-17.351057,2.1635592,11
2342,-44.20741,9.898555,8
2343,30.661184,-20.13771,5
2344,8.711644,2.6686215,5
2345,-15.932549,38.361385,11
2346,-33.287224,16.823092,11
2347,49.47065,-28.484303,5
2348,-28.154945,41.520813,11
2349,-20.77024,-32.957855,9
2350,36.314774,-46.84654,0
2351,-4.1078396,-2.833056,5
2352,14.674564,-7.0469375,8
2353,7.3314033,-2.651674,5
2354,11.406355,-26.50737,5
2355,-7.09473,40.648838,3
2356,24.255745,19.997335,13
2357,-25.830362,0.32131952,3
2358,46.31792,2.8759642,12
2359,36.82918,-34.868813,0
2360,0.29066634,58.527294,2
2361,-3.8088129,58.11443,2
2362,4.0865846,-41.84095,4
2363,22.546305,-41.56411,5
2364,-57.78287,24.746319,3
2365,-40.079895,-4.827826,3
2366,-28.685947,57.9415,14
2367,36.79946,-20.568071,5
2368,-28.763683,27.010252,11
2369,-16.731188,-24.34753,9
2370,-0.8534658,55.28767,2
2371,35.130116,-36.53514,0
2372,6.8837366,27.087154,1
2373,20.765009,34.88045,14
2374,-31.41805,-13.74448,10
2375,-39.141636,28.331078,11
2376,42.96991,-52.87253,0
2377,-15.645546,8.807152,3
2378,3.5439568,-2.4021084,6
2379,23.70748,-2.767814,12
2380,-18.600998,-23.170336,9
2381,-0.638972,57.497643,2
2382,-0.73018694,58.46257,2
2383,20.696995,25.50565,5
2384,-28.025642,44.694817,14
2385,-16.485453,-32.933743,9
2386,0.69489074,-35.989456,0
2387,18.772444,-43.53888,0
2388,-13.708907,31.124958,3
2389,2.6525884,-25.88309,5
2390,-4.8800526,57.84604,2
2391,1.3126693,-41.061203,4
2392,38.90158,-35.920765,0
2393,-0.46157557,33.685432,14
2394,-7.715939,27.15216,3
2395,-47.644733,-0.15125436,10
2396,-32.98778,44.74786,14
2397,-19.784937,24.869875,3
2398,-0.592378,-44.415718,4
2399,23.783508,-19.670467,5
2400,-22.697979,11.442076,3
2401,24.837065,-30.465883,1
2402,-24.221636,8.465223,3
2403,-7.7455764,-42.94322,4
2404,9.290195,3.7779696,5
2405,11.431514,-18.709126,8
2406,10.392973,-6.01228,8
2407,35.517235,5.268645,12
2408,10.130416,-52.75225,4
2409,-40.443203,31.275482,3
2410,-1.4527458,-9.075345,3
2411,36.060448,-0.8891857,12
2412,-2.1791894,20.40764,3
2413,39.723083,5.443007,12
2414,-0.4198532,58.782352,2
2415,43.67617,-2.1580265,12
2416,20.519588,25.271133,5
2417,11.319995,-42.736233,0
2418,2.8272996,-3.4411476,5
2419,-42.016277,-21.966404,5
2420,0.6360981,57.077854,2
2421,26.49897,17.456743,13
2422,-19.196838,18.642563,11
2423,46.751045,-32.065,5
2424,3.1992252,-30.217722,8
2425,31.734865,-44.774956,0
2426,15.844061,21.213142,1
2427,-10.074202,-21.666382,9
2428,-2.3816915,-2.609502,5
2429,11.731359,-12.875089,8
2430,17.82924,-9.811581,8
2431,23.890266,20.939804,5
2432,26.4478,-6.571397,8
2433,3.3763468,31.044565,5
2434,18.581377,-15.223603,1
2435,-6.442068,47.08319,11
2436,-44.864044,18.301624,11
2437,26.28135,1.097522,5
2438,28.769766,-32.056793,0
2439,-22.22526,-13.931823,3
2440,-16.589794,18.672619,3
2441,-13.695443,16.722622,11
2442,-23.93384,18.455168,3
2443,-22.814907,5.3840704,5
2444,-34.618202,32.785435,11
2445,-9.9333,39.93984,11
2446,15.6269455,-17.007418,8
2447,2.1897573,-14.053115,8
2448,-22.008223,50.81319,14
2449,-16.940603,8.997205,3
2450,-39.845303,-3.4186802,5
2451,9.393894,23.442392,5
2452,2.441125,-6.5996294,5
2453,-60.275013,18.14365,3
2454,14.052841,-5.008759,8
2455,-8.375498,-23.585896,9
2456,39.65299,-53.78571,4
2457,-14.193265,-22.853539,9
2458,-34.505966,28.95487,11
2459,12.977313,27.157299,14
2460,-8.175953,28.838766,3
2461,22.267866,-39.606888,5
2462,-25.762558,10.552412,3
2463,-34.21051,6.1194496,3
2464,19.955128,-3.533725,8
2465,5.258474,-51.63436,4
2466,16.279707,-42.517998,0
2467,4.3263674,-45.19669,4
2468,-19.952494,-30.997961,9
2469,21.551407,-18.434504,12
2470,-1.907983,27.51675,11
2471,27.851904,-13.126516,8
2472,-14.681326,-5.0302596,7
2473,16.578436,-48.691826,0
2474,-4.0795565,64.734985,5
2475,19.53933,23.945658,5
2476,-13.146197,-0.80035853,7
2477,-50.928364,31.45726,10
2478,-10.563481,-34.853535,5
2479,-6.3193,23.764042,3
2480,-1.4392112,26.07981,1
2481,-11.208304,43.58191,11
2482,22.32692,18.674519,5
2483,36.127434,-9.849519,13
2484,-40.550617,5.244998,3
2485,44.63548,-18.96519,5
2486,-9.074608,21.494366,13
2487,-15.136364,40.768646,3
2488,-12.589571,15.910756,11
2489,-18.124825,43.829628,11
2490,10.665846,-6.301528,0
2491,-0.3589495,-6.117819,6
2492,32.557922,-44.3931,0
2493,-39.68113,6.6811557,3
2494,-6.416839,-7.8091726,5
2495,23.096703,-51.537857,0
2496,39.872417,-2.3169694,12
2497,-5.958991,-11.804921,9
2498,-41.857464,17.015053,11
2499,5.7091913,-16.206339,8
2500,45.283554,-47.499596,5
2501,-4.979787,-45.64335,4
2502,28.71378,-39.35837,0
2503,-20.909204,-23.436533,9
2504,-16.637245,-23.815746,9
2505,-26.743202,-9.677168,10
2506,-16.621534,18.868687,11
2507,30.929413,22.739357,13
2508,36.423553,-9.645232,13
2509,-45.765266,0.5218215,3
2510,-17.532637,-31.276573,9
2511,-15.838516,-43.415874,1
2512,-43.557224,22.345797,11
2513,36.395542,-10.474191,12
2514,39.56771,-8.573222,12
2515,-16.439499,45.002346,7
2516,11.339092,-54.23035,0
2517,-22.217743,-30.021141,9
2518,-18.943724,14.668412,11
2519,-26.565945,19.031372,3
2520,-38.0181,-4.931925,5
2521,-23.6158,35.93226,3
2522,40.22807,-1.1782974,12
2523,17.023874,-30.664902,8
2524,6.8331923,33.191223,14
2525,13.681399,-23.7736,5
2526,-28.437754,3.8007212,3
2527,22.56857,-15.503029,8
2528,30.293953,-34.7413,0
2529,-34.541344,25.104025,11
2530,45.685314,1.4113739,12
2531,11.258431,-42.668865,0
2532,9.800283,-12.628152,8
2533,22.754293,-8.696529,8
2534,-24.882404,43.718285,14
2535,39.968338,-56.869053,5
2536,11.777449,-39.05599,0
2537,8.734142,-53.17593,4
2538,26.793682,-39.419003,0
2539,35.269215,-45.069767,0
2540,25.41252,17.259333,13
2541,-1.3938483,57.96355,2
2542,-1.1258185,-42.061474,4
2543,-40.830723,-4.778097,5
2544,-0.27728805,32.78665,14
2545,2.4824057,-20.11379,5
2546,-38.443913,26.378723,11
2547,-50.891663,30.40784,10
2548,-31.405201,0.46253815,3
2549,41.9199,15.139389,14
2550,20.435247,-24.93505,0
2551,-10.3127575,-22.481106,9
2552,43.75443,-10.815873,5
2553,39.555294,-9.580898,12
2554,3.8197255,-49.921837,4
2555,-28.496458,11.819697,3
2556,22.915438,-47.028126,0
2557,-1.102864,56.746037,2
2558,-31.938301,-19.22494,14
2559,0.19810279,57.75562,2
2560,17.85491,23.897118,5
2561,12.42258,33.695858,14
2562,31.988089,4.1826353,12
2563,19.34074,10.228939,5
2564,-57.31243,6.0680466,10
2565,26.372396,17.536491,13
2566,-23.565556,-29.881441,9
2567,32.245426,6.403947,12
2568,31.880947,22.774733,13
2569,20.691467,-12.281401,8
2570,35.257645,-9.055164,12
2571,-32.65381,6.173018,3
2572,-30.55226,36.105167,11
2573,15.588146,33.31368,14
2574,22.399744,35.077393,1
2575,-25.01402,12.840232,3
2576,-19.187237,25.414991,3
2577,31.935263,-44.548065,0
2578,-1.785961,39.801052,5
2579,32.727654,10.648857,13
2580,23.246305,17.131172,13
2581,12.807225,44.953213,11
2582,2.3831167,41.188,11
2583,32.011578,24.268543,13
2584,13.048413,-53.983448,5
2585,43.62156,-18.676441,0
2586,-30.599838,60.218178,14
2587,-29.768353,36.81393,11
2588,17.144268,37.78839,5
2589,-31.636549,10.976686,3
2590,-10.144734,-34.00099,5
2591,-20.337189,29.83741,11
2592,47.37463,-30.288013,5
2593,-1.2523277,-21.192038,8
2594,-11.607286,-3.0972111,7
2595,28.3471,-45.784576,0
2596,-1.7513388,1.0937676,6
2597,26.671803,14.73681,13
2598,14.671084,6.691039,1
2599,-16.076773,-2.9179986,7
2600,-52.757843,10.039817,10
2601,24.244959,-56.902435,5
2602,-15.255615,-20.828573,9
2603,-0.3733339,59.11382,2
2604,11.705949,15.398426,5
2605,11.169716,-17.574482,8
2606,3.1870668,51.508705,2
2607,-31.792475,-13.333268,10
2608,25.116234,-7.957774,8
2609,39.030968,-42.775513,0
2610,34.791164,-42.43221,0
2611,37.504692,-9.031469,13
2612,-13.791014,-7.9726315,7
2613,1.6599711,-51.811356,4
2614,41.89339,0.52456605,12
2615,-3.0842977,-44.249844,4
2616,18.409634,-45.012783,0
2617,32.505836,0.3475768,12
2618,13.908104,30.849426,14
2619,-9.949316,39.931515,11
2620,-5.9799223,-23.439974,8
2621,30.226048,-42.66435,0
2622,38.763714,-32.50526,0
2623,-10.06717,9.1682625,10
2624,-39.419704,22.044302,3
2625,0.32239097,57.748978,2
2626,8.215856,-56.867886,4
2627,-18.947613,33.12212,3
2628,8.429931,15.031021,5
2629,-23.96953,34.017094,3
2630,26.998386,-8.420915,8
2631,14.567233,31.504007,14
2632,30.590157,23.842316,13
2633,-42.530914,14.768766,11
2634,-0.8939047,-29.176506,4
2635,1.5720353,58.374905,2
2636,16.5217,-54.91635,5
2637,-44.042885,14.411376,3
2638,12.671987,-34.7128,5
2639,13.0500555,-38.00613,8
2640,27.0605,-36.918934,0
2641,0.13511972,32.678703,14
2642,-5.0824585,-45.14743,4
2643,-19.840412,35.358566,11
2644,6.5002074,-46.588226,4
2645,-36.164715,0.9290278,3
2646,-50.966824,5.765577,10
2647,0.98970044,-48.347153,4
2648,4.7693415,-22.867525,5
2649,36.15956,-14.624177,1
2650,-15.140273,40.839417,3
2651,32.66358,-25.890087,0
2652,25.209312,18.399963,13
2653,-33.2889,8.630617,3
2654,-6.2919936,-7.669604,5
2655,-30.353033,12.416222,3
2656,-1.1316211,55.700787,2
2657,-46.71596,12.767992,10
2658,27.113888,20.233774,13
2659,27.24782,17.960793,13
2660,-13.034218,-22.146498,9
2661,34.18653,2.1022584,12
2662,-17.856756,30.683624,3
2663,44.70686,-19.058462,5
2664,40.17554,21.291578,14
2665,39.287197,-1.4703784,12
2666,-5.891195,-24.216238,8
2667,15.392555,-46.81548,0
2668,37.720203,5.846519,12
2669,7.5781765,-43.426743,8
2670,1.6274107,-32.56601,8
2671,-9.65216,-13.600063,5
2672,-36.041206,3.2107818,3
2673,49.740246,-32.411236,5
2674,-29.51592,-10.385152,5
2675,11.222421,32.75344,14
2676,-16.229998,52.74086,14
2677,21.868437,-43.918915,0
2678,-23.153538,3.4502468,3
2679,22.855267,-15.329746,8
2680,27.535515,-30.624006,0
2681,-2.608723,27.2404,3
2682,-10.064015,-34.01928,5
2683,-15.2562065,-20.913887,9
2684,15.037501,-1.2431325,5
2685,16.555403,2.3328335,5
2686,-13.000872,36.128143,11
2687,10.717531,13.866877,5
2688,-20.869097,-8.440386,5
2689,-38.491825,6.5469465,3
2690,32.224403,-25.828423,5
2691,16.646408,20.587904,1
2692,-29.166805,34.44542,11
2693,5.9804606,-17.967632,8
2694,11.003456,-36.64562,0
2695,29.997475,-43.87549,0
2696,20.49775,-0.50763583,8
2697,-6.0122366,-38.46211,8
2698,8.137151,46.85272,5
2699,-27.221836,9.349961,3
2700,13.801291,-14.122492,8
2701,-48.593136,10.077571,10
2702,19.885786,-24.012047,14
2703,6.5516686,-14.099684,3
2704,-5.2937565,-24.589062,8
2705,14.242656,-1.5188195,5
2706,10.624207,10.446129,5
2707,-51.02496,30.695848,10
2708,-3.1010942,-51.099293,4
2709,-33.192467,15.295456,3
2710,-18.776213,38.949112,3
2711,14.58075,11.600918,5
2712,29.097864,18.223974,13
2713,48.395607,8.099007,3
2714,-31.717466,28.749872,11
2715,47.427113,8.13041,8
2716,-21.840717,-0.40477335,7
2717,39.475586,-0.11854333,3
2718,28.191586,-51.133957,0
2719,-0.838349,6.1177506,6
2720,-3.6389196,64.54452,5
2721,-11.579725,-2.015876,7
2722,17.525047,-29.453823,5
2723,15.900796,10.051241,12
2724,-16.234074,52.577793,14
2725,0.64505273,-52.247955,4
2726,-13.38855,-18.34444,9
2727,-18.103905,25.346806,3
2728,-44.830406,19.860262,11
2729,40.139877,21.751425,3
2730,10.20318,-36.436718,0
2731,41.82976,11.1720495,12
2732,17.273806,14.651781,1
2733,13.705731,-23.664948,5
2734,11.961409,-6.4839816,1
2735,7.0263414,47.13966,5
2736,-47.60455,33.94683,11
2737,47.784073,3.4131038,5
2738,39.854404,5.4394474,12
2739,22.936865,37.65953,9
2740,-30.075762,54.774498,11
2741,-17.533867,-12.789077,5
2742,-22.368347,12.3954115,3
2743,31.962626,-43.969017,0
2744,-21.879313,23.93014,3
2745,34.974594,-12.952052,8
2746,33.43749,-39.829773,0
2747,-51.109562,32.87606,10
2748,-9.991602,11.83327,11
2749,25.004986,-34.67537,0
2750,-12.051415,-17.628056,11
2751,7.5273066,-20.047813,5
2752,9.329431,-33.6024,5
2753,-14.315221,-19.398174,9
2754,-13.308457,-2.6048174,7
2755,-8.819143,-45.231274,4
2756,-42.930504,36.82849,11
2757,7.426106,-53.14589,4
2758,17.909105,-40.523895,0
2759,-35.403736,0.6320496,3
2760,-13.243666,-16.436197,9
2761,24.38573,-55.810658,0
2762,-22.256517,23.67186,11
2763,-53.491776,16.13806,10
2764,-39.982426,4.8330755,5
2765,-0.5671705,-16.497011,8
2766,10.8674555,-37.51133,5
2767,28.76383,-8.543059,8
2768,7.9602704,46.3552,11
2769,9.121388,-13.887122,8
2770,-24.054317,7.5588384,5
2771,41.64994,9.429792,12
2772,23.467735,34.82304,1
2773,36.60726,-47.94044,0
2774,-26.402945,11.657008,3
2775,-31.153633,9.361265,3
2776,-17.452978,-12.826159,5
2777,-3.011495,55.9052,2
2778,-1.2843053,20.858967,5
2779,-30.46308,-22.432709,11
2780,-33.453445,18.896152,11
2781,3.531514,-2.5198264,5
2782,33.140743,-50.90187,0
2783,-42.129074,25.47155,9
2784,29.795668,-10.947164,8
2785,-11.499251,-5.790774,7
2786,31.655334,4.9538026,12
2787,-16.18419,21.577703,3
2788,-11.220986,43.591988,3
2789,36.525642,1.593981,12
2790,-29.486532,18.369095,11
2791,-2.6927118,6.755999,6
2792,21.75654,13.79633,5
2793,-26.216892,0.9813653,3
2794,10.787719,0.41950363,5
2795,-56.416565,9.285681,10
2796,9.842933,-13.746306,8
2797,0.17857912,49.35897,5
2798,-45.290176,-14.256115,3
2799,-0.2166567,34.22448,5
2800,-40.65125,22.09045,13
2801,-2.8362474,6.3274536,6
2802,-18.187077,26.002192,3
2803,-5.697412,46.00858,14
2804,37.21113,-27.067247,5
2805,-7.467641,26.820293,1
2806,-43.433456,19.424799,11
2807,41.87272,11.454354,13
2808,40.07372,5.782895,14
2809,-35.085705,20.469034,11
2810,1.6224747,58.44108,2
2811,-13.412327,20.902134,11
2812,28.547281,2.2924175,8
2813,-25.878355,59.487293,14
2814,11.316725,-42.90485,0
2815,-1.0164208,56.63605,2
2816,-1.9084655,8.846834,6
2817,-19.016705,20.203106,11
2818,11.763441,-40.61823,0
2819,7.2102995,-48.25642,4
2820,-27.296904,61.45121,14
2821,4.8047156,-27.13898,1
2822,11.516339,-46.543316,4
2823,18.093472,-34.836967,8
2824,-3.2611551,-43.20542,4
2825,-45.823307,-14.67099,10
2826,26.353119,13.781753,13
2827,13.352575,38.721462,14
2828,1.497273,59.812016,2
2829,10.290319,-22.8002,1
2830,-39.80068,5.150134,3
2831,-7.5750837,10.56283,3
2832,-53.405922,9.733641,10
2833,3.6773748,-44.37966,8
2834,4.6026807,37.65293,14
2835,25.823965,-12.584969,12
2836,-0.51543826,58.28864,2
2837,-19.246227,10.623464,3
2838,-35.316757,24.359985,11
2839,-1.8075358,31.3252,14
2840,-10.863005,-13.181669,5
2841,21.7176,13.762838,0
2842,-24.054178,-28.991169,9
2843,32.111855,-35.48939,0
2844,-0.94387513,48.756977,5
2845,36.70211,-16.00182,1
2846,-28.148682,58.587555,14
2847,-36.21812,20.249487,11
2848,30.455496,14.229759,13
2849,-1.1287556,8.999069,6
2850,-16.892855,18.327688,3
2851,2.1024582,-14.150999,8
2852,25.713205,-26.810709,0
2853,33.93376,-8.702812,5
2854,-35.794,40.417755,11
2855,13.890749,-32.81013,8
2856,10.234489,-48.99702,0
2857,-13.139844,-4.167807,7
2858,-44.16141,10.237892,3
2859,9.58831,22.837086,5
2860,-21.108929,31.74999,11
2861,20.478971,37.723103,1
2862,18.343292,-20.735836,5
2863,39.981285,-38.993233,0
2864,-49.93153,11.315474,10
2865,42.837715,-7.9032536,12
2866,35.463764,-44.471706,0
2867,-42.015957,-21.968111,5
2868,-24.012815,-29.030792,9
2869,37.790306,-38.57192,0
2870,-37.684013,11.040229,11
2871,20.56369,-32.888073,8
2872,-7.1174574,-25.629253,8
2873,3.5216212,3.8975575,5
2874,30.620611,-2.799657,0
2875,2.550013,55.498386,1
2876,6.141108,3.4410791,5
2877,29.92787,11.541049,13
2878,-40.462624,42.044815,10
2879,23.19068,-38.827614,0
2880,32.191494,-38.6951,0
2881,-30.155327,12.345057,3
2882,-0.35548198,55.820984,2
2883,-1.3464301,-51.67773,4
2884,8.797119,2.734906,5
2885,-28.249163,43.537926,14
2886,-36.430195,-2.1968489,3
2887,-3.9549873,-40.302612,4
2888,-20.458775,38.491096,11
2889,21.71867,-9.227693,12
2890,-35.42253,10.423558,3
2891,-29.840105,59.391167,14
2892,-50.39702,17.118103,10
2893,31.530977,23.937988,13
2894,42.13465,11.725122,12
2895,-29.977,21.765388,11
2896,-15.675216,39.235233,11
2897,10.216387,-12.375783,12
2898,0.28165036,-34.932186,0
2899,19.951674,-22.053486,8
2900,6.646204,-0.77993006,5
2901,3.9555678,-30.109035,8
2902,-26.437687,19.673466,3
2903,-32.40539,16.89997,11
2904,-25.181284,19.283855,3
2905,-12.741896,35.45804,11
2906,-16.598013,-9.32265,7
2907,-29.832132,25.00689,11
2908,-4.2645025,-1.1708087,7
2909,-28.06379,6.1155233,3
2910,-32.28027,2.7438622,11
2911,-7.1685643,35.42645,14
2912,34.568302,-39.107258,0
2913,-24.768488,29.858051,11
2914,8.719002,16.700539,5
2915,-0.6996729,-5.7554884,6
2916,35.644466,-50.481785,0
2917,31.377924,-19.839165,1
2918,-18.999945,-33.72595,9
2919,32.165047,13.325602,13
2920,-32.52893,-22.36806,5
2921,41.408947,-35.89429,0
2922,16.44532,-47.891266,0
2923,49.06761,-1.4273928,5
2924,-44.09195,19.342926,11
2925,-31.071468,56.011814,11
2926,-3.0446043,9.319232,6
2927,3.4943883,-30.124006,8
2928,-15.405583,7.918562,3
2929,46.54925,-33.65301,5
2930,23.461143,7.3291545,1
2931,0.042987693,-0.12970586,6
2932,14.480545,-36.661476,8
2933,-38.998768,22.878908,11
2934,-30.864326,-21.225822,5
2935,47.62828,-33.62662,5
2936,31.872602,-34.56643,0
2937,23.482859,-8.618115,8
2938,7.5178447,-14.728962,5
2939,-32.039852,29.782207,11
2940,-2.058744,-47.823826,4
2941,-2.0213065,7.0770345,6
2942,-27.986313,32.953102,11
2943,-52.783478,9.209749,10
2944,-31.772478,-20.931532,5
2945,6.660063,-16.78476,8
2946,-27.699015,55.72918,14
2947,1.1705859,-10.044183,5
2948,32.62585,-42.307335,0
2949,-54.604504,9.829534,10
2950,-11.256578,43.52467,3
2951,-10.00432,-18.035748,5
2952,-43.465656,33.45953,10
2953,-0.88259065,-46.673622,4
2954,40.397026,21.841509,11
2955,0.59723616,-18.454988,8
2956,4.086666,-47.191887,4
2957,42.63065,-49.567585,5
2958,-11.864128,16.29984,7
2959,14.149204,29.682032,14
2960,-19.274288,15.35901,3
2961,-54.386993,8.863757,10
2962,-18.34033,15.671304,3
2963,10.178401,-27.902891,5
2964,15.5960655,29.199959,1
2965,-27.955223,25.42575,11
2966,35.916637,-10.151962,13
2967,-16.843962,32.89046,3
2968,21.348478,-23.744333,8
2969,-16.942991,53.33013,14
2970,-38.123802,4.0591307,3
2971,32.367447,18.032543,13
2972,21.389555,-8.441465,12
2973,-15.126628,-32.655857,8
2974,-0.93033975,19.285503,3
2975,16.910305,4.6139145,1
2976,-0.07689765,-47.29055,4
2977,-15.572051,21.524416,11
2978,46.79007,4.143234,12
2979,0.06563771,-49.585533,4
2980,-48.208225,7.2066956,10
2981,14.763315,11.591293,3
2982,24.074783,-56.29094,4
2983,-33.58137,12.468564,5
2984,-30.646816,9.512988,3
2985,-21.167776,33.24033,3
2986,-10.847811,-12.005029,5
2987,12.182609,-38.471317,9
2988,34.479195,2.8181827,12
2989,-39.21937,21.41748,10
2990,-5.204477,-23.793325,8
2991,-43.688004,-0.12152148,3
2992,-47.637627,29.776007,11
2993,0.3623312,-49.079224,4
2994,-21.722483,-33.147377,9
2995,26.536861,-13.727073,8
2996,23.475264,-7.249086,8
2997,0.3074273,-29.239342,8
2998,28.433828,-12.532446,8
2999,-1.3102,56.63119,2
3000,3.4031293,-21.044424,5
3001,-15.149964,26.879923,3
3002,16.202417,-12.641309,8
3003,-52.143635,16.407597,10
3004,-7.312287,-26.016626,12
3005,21.492765,-10.45409,8
3006,-19.033155,10.731584,3
3007,-11.341374,-3.611887,7
3008,3.4441645,-46.801964,4
3009,-18.797626,44.435276,11
3010,-28.033682,-3.0567048,3
3011,-32.439823,-22.524956,5
3012,-12.724165,-26.79202,14
3013,33.66554,6.971074,12
3014,35.809525,-51.031395,0
3015,31.348711,-26.47724,5
3016,-20.927542,-7.4106646,0
3017,6.672122,7.5900946,5
3018,6.2183685,-16.226381,8
3019,47.598537,-43.241505,5
3020,-16.235308,-25.529345,14
3021,35.678383,-12.567146,0
3022,25.407616,-34.43794,5
3023,8.753333,34.32076,14
3024,20.66082,-24.95008,0
3025,-31.37615,45.55903,11
3026,-36.97963,-14.703695,5
3027,45.257877,-47.089233,5
3028,0.2010959,56.4964,2
3029,-52.90673,13.862647,10
3030,15.673119,-39.601852,0
3031,3.5953956,-51.66433,4
3032,-19.10892,26.742764,3
3033,24.530474,36.72738,1
3034,26.496216,-12.252045,8
3035,-18.983345,-30.76305,9
3036,11.279629,-39.113037,4
3037,-14.018082,33.98778,11
3038,1.1257249,6.631823,6
3039,11.221413,11.426339,7
3040,-18.372047,-2.4882882,7
3041,39.63157,-0.37787965,3
3042,37.04275,-1.995298,12
3043,6.644353,-35.908497,5
3044,21.88561,14.127072,5
3045,-17.41193,10.86189,3
3046,-18.871513,26.24903,3
3047,5.72768,-48.2774,4
3048,2.2092476,-42.792892,8
3049,-6.7374864,-42.169804,8
3050,16.582655,-44.655834,0
3051,23.718845,-56.36774,0
3052,-6.5859466,-2.9722066,5
3053,25.216383,-34.508774,5
3054,9.669486,17.84469,5
3055,0.22902155,-47.87878,4
3056,17.442888,-36.78848,8
3057,44.53917,4.1108093,12
3058,22.273136,-8.834307,12
3059,-32.700047,-11.27634,10
3060,-27.679935,24.04674,11
3061,35.109344,4.820862,12
3062,41.138283,-42.01027,0
3063,-43.18654,16.034676,14
3064,30.000776,-19.592924,12
3065,22.893002,-35.88904,0
3066,-15.960339,2.2719579,11
3067,33.770233,-57.108944,5
3068,41.154617,-7.5707626,12
3069,-21.850441,28.167364,11
3070,-30.814907,-22.741386,5
3071,-26.427505,31.495415,11
3072,-36.526592,24.24815,5
3073,25.155739,-45.121124,0
3074,2.553776,-20.138216,5
3075,-48.870804,28.956371,11
3076,47.779705,-28.41128,0
3077,-47.39352,29.25679,11
3078,28.591509,2.3916905,8
3079,-16.380394,-41.587738,10
3080,29.343027,12.545264,13
3081,26.84452,-38.9894,0
3082,-12.84453,12.15807,11
3083,-33.57156,21.733517,11
3084,3.4475632,-42.131035,4
3085,31.462267,23.73299,13
3086,37.414433,-10.060728,12
3087,-0.36389858,21.989088,14
3088,-8.474731,-28.392937,8
